utc,date,time,direction,max_speed (Knots),gust (Knots),wind_speed (Knots)
2015-01-15T03:00:00,15/01/2015,05:00,90,3.3,19.2,0.5
2015-01-15T04:00:00,15/01/2015,06:00,90,0,19.2,0
2015-01-15T05:00:00,15/01/2015,07:00,337,11.3,19.2,7.2
2015-01-15T06:00:00,15/01/2015,08:00,292,16.3,19.6,10.9
2015-01-15T07:00:00,15/01/2015,09:00,0,11.7,19.2,10
2015-01-15T08:00:00,15/01/2015,10:00,292,9.7,19.2,6.5
2015-01-15T09:00:00,15/01/2015,11:00,315,12.2,19.2,6
2015-01-15T10:00:00,15/01/2015,12:00,22,10.5,19.2,5.3
2015-01-15T11:00:00,15/01/2015,13:00,337,9.7,19.2,5.9
2015-01-15T12:00:00,15/01/2015,14:00,315,7.4,19.2,4.6
2015-01-15T13:00:00,15/01/2015,15:00,315,11.5,19.2,7.3
2015-01-15T14:00:00,15/01/2015,16:00,270,14.4,19.2,10.4
2015-01-15T15:00:00,15/01/2015,17:00,270,15.7,22,11.5
2015-01-15T16:00:00,15/01/2015,18:00,292,15,19.2,9.8
2015-01-15T17:00:00,15/01/2015,19:00,292,14,19.2,8.8
2015-01-15T18:00:00,15/01/2015,20:00,337,14.8,22,8.6
2015-01-15T19:00:00,15/01/2015,21:00,315,10.7,19.2,7.2
2015-01-15T20:00:00,15/01/2015,22:00,292,10.5,19.2,6.9
2015-01-15T21:00:00,15/01/2015,23:00,315,9.5,19.2,6.4
2015-01-15T22:00:00,16/01/2015,00:00,337,11.9,19.2,7.7
2015-01-15T23:00:00,16/01/2015,01:00,22,11.7,19.2,6.8
2015-01-16T00:00:00,16/01/2015,02:00,270,10.5,10.2,4.3
2015-01-16T01:00:00,16/01/2015,03:00,292,4.8,9.9,3.2
2015-01-16T02:00:00,16/01/2015,04:00,292,3.5,9.9,2.1
2015-01-16T03:00:00,16/01/2015,05:00,337,2.7,9.9,1.6
2015-01-16T04:00:00,16/01/2015,06:00,292,2.4,9.9,1.2
2015-01-16T05:00:00,16/01/2015,07:00,202,6.9,9.9,3.8
2015-01-16T06:00:00,16/01/2015,08:00,270,4.5,9.9,3
2015-01-16T07:00:00,16/01/2015,09:00,315,4.7,9.9,3.5
2015-01-16T08:00:00,16/01/2015,10:00,292,6.9,9.9,4.5
2015-01-16T09:00:00,16/01/2015,11:00,292,4.3,9.9,2.9
2015-01-16T10:00:00,16/01/2015,12:00,270,5.1,9.9,3.5
2015-01-16T11:00:00,16/01/2015,13:00,292,5.5,9.9,3.6
2015-01-16T12:00:00,16/01/2015,14:00,270,5,9.9,3.6
2015-01-16T13:00:00,16/01/2015,15:00,247,4.7,9.9,2.7
2015-01-16T14:00:00,16/01/2015,16:00,292,3.8,9.9,2.8
2015-01-16T15:00:00,16/01/2015,17:00,270,3.8,9.9,2.8
2015-01-16T16:00:00,16/01/2015,18:00,202,3.2,9.9,2.1
2015-01-16T17:00:00,16/01/2015,19:00,157,2.4,9.9,1.3
2015-01-16T18:00:00,16/01/2015,20:00,202,1.7,9.9,0.8
2015-01-16T19:00:00,16/01/2015,21:00,0,1.4,9.9,0.2
2015-01-16T20:00:00,16/01/2015,22:00,45,0,9.9,0
2015-01-16T21:00:00,16/01/2015,23:00,247,0,9.9,0
2015-01-16T22:00:00,17/01/2015,00:00,292,0.9,9.9,0.1
2015-01-16T23:00:00,17/01/2015,01:00,22,0,9.9,0
2015-01-17T00:00:00,17/01/2015,02:00,292,0,9.9,0
2015-01-17T01:00:00,17/01/2015,03:00,157,0,9.9,0
2015-01-17T02:00:00,17/01/2015,04:00,202,0,9.9,0
2015-01-17T03:00:00,17/01/2015,05:00,45,0,9.9,0
2015-01-17T04:00:00,17/01/2015,06:00,292,0,9.9,0
2015-01-17T05:00:00,17/01/2015,07:00,90,2.5,9.9,0.3
2015-01-17T06:00:00,17/01/2015,08:00,90,3.6,9.9,2.8
2015-01-17T07:00:00,17/01/2015,09:00,90,3.1,9.9,2.1
2015-01-17T08:00:00,17/01/2015,10:00,112,4.5,9.9,3
2015-01-17T09:00:00,17/01/2015,11:00,112,5.1,9.9,3.7
2015-01-17T10:00:00,17/01/2015,12:00,202,4.5,9.9,3.2
2015-01-17T11:00:00,17/01/2015,13:00,247,3.3,9.9,2
2015-01-17T12:00:00,17/01/2015,14:00,292,4.1,9.9,2.1
2015-01-17T13:00:00,17/01/2015,15:00,225,4,9.9,2.1
2015-01-17T14:00:00,17/01/2015,16:00,202,4.3,9.9,3
2015-01-17T15:00:00,17/01/2015,17:00,202,3.4,9.9,2.7
2015-01-17T16:00:00,17/01/2015,18:00,202,3,9.9,2.4
2015-01-17T17:00:00,17/01/2015,19:00,157,3.4,9.9,2.1
2015-01-17T18:00:00,17/01/2015,20:00,157,3.1,9.9,1.7
2015-01-17T19:00:00,17/01/2015,21:00,90,3.3,9.9,1.4
2015-01-17T20:00:00,17/01/2015,22:00,90,3.1,9.9,1
2015-01-17T21:00:00,17/01/2015,23:00,225,1.9,9.9,0.5
2015-01-17T22:00:00,18/01/2015,00:00,247,0,9.9,0
2015-01-17T23:00:00,18/01/2015,01:00,292,1.1,9.9,0.1
2015-01-18T00:00:00,18/01/2015,02:00,45,0.9,9.9,0.2
2015-01-18T01:00:00,18/01/2015,03:00,202,1.1,9.9,0.4
2015-01-18T02:00:00,18/01/2015,04:00,225,0,9.9,0
2015-01-18T03:00:00,18/01/2015,05:00,292,0.6,9.9,0
2015-01-18T04:00:00,18/01/2015,06:00,67,0,9.9,0
2015-01-18T05:00:00,18/01/2015,07:00,90,1.2,9.9,0.3
2015-01-18T06:00:00,18/01/2015,08:00,157,2.9,9.9,2
2015-01-18T07:00:00,18/01/2015,09:00,112,3.3,9.9,2.1
2015-01-18T08:00:00,18/01/2015,10:00,292,2.8,9.9,1.8
2015-01-18T09:00:00,18/01/2015,11:00,202,3.2,9.9,1.9
2015-01-18T10:00:00,18/01/2015,12:00,157,4.4,9.9,1.9
2015-01-18T11:00:00,18/01/2015,13:00,90,4.4,9.9,2.4
2015-01-18T12:00:00,18/01/2015,14:00,112,5.1,9.9,3.3
2015-01-18T13:00:00,18/01/2015,15:00,112,6.5,9.9,4.6
2015-01-18T14:00:00,18/01/2015,16:00,90,6.4,9.9,5
2015-01-18T15:00:00,18/01/2015,17:00,45,6,9.9,4.5
2015-01-18T16:00:00,18/01/2015,18:00,157,6.1,9.9,4.3
2015-01-18T17:00:00,18/01/2015,19:00,67,6,9.9,3.5
2015-01-18T18:00:00,18/01/2015,20:00,90,4.7,9.9,3.5
2015-01-18T19:00:00,18/01/2015,21:00,90,4.1,9.9,3
2015-01-18T20:00:00,18/01/2015,22:00,135,4.6,9.9,3.5
2015-01-18T21:00:00,18/01/2015,23:00,157,6,9.9,3.8
2015-01-18T22:00:00,19/01/2015,00:00,180,5.1,9.9,3.3
2015-01-18T23:00:00,19/01/2015,01:00,157,6.1,9.9,3.7
2015-01-19T00:00:00,19/01/2015,02:00,180,4.4,9.9,3.5
2015-01-19T01:00:00,19/01/2015,03:00,45,4.5,9.9,3.5
2015-01-19T02:00:00,19/01/2015,04:00,157,5.7,9.9,4.2
2015-01-19T03:00:00,19/01/2015,05:00,112,4.9,9.9,3.5
2015-01-19T04:00:00,19/01/2015,06:00,157,5.3,9.9,3.7
2015-01-19T05:00:00,19/01/2015,07:00,90,5.6,9.9,4.4
2015-01-19T06:00:00,19/01/2015,08:00,180,7.7,11.3,5.2
2015-01-19T07:00:00,19/01/2015,09:00,202,8.6,11.9,6.5
2015-01-19T08:00:00,19/01/2015,10:00,157,8.4,11.4,6.4
2015-01-19T09:00:00,19/01/2015,11:00,157,7.9,11.8,6.5
2015-01-19T10:00:00,19/01/2015,12:00,157,9.1,11.9,6.4
2015-01-19T11:00:00,19/01/2015,13:00,157,9.5,13.4,7.7
2015-01-19T12:00:00,19/01/2015,14:00,90,9.2,13.7,6.8
2015-01-19T13:00:00,19/01/2015,15:00,157,8.9,14.7,7.1
2015-01-19T14:00:00,19/01/2015,16:00,157,8.9,12.8,6.5
2015-01-19T15:00:00,19/01/2015,17:00,135,8.9,12.3,6.4
2015-01-19T16:00:00,19/01/2015,18:00,135,8.7,12.9,7
2015-01-19T17:00:00,19/01/2015,19:00,45,10.2,14.4,7.4
2015-01-19T18:00:00,19/01/2015,20:00,112,9.5,12.9,6.5
2015-01-19T19:00:00,19/01/2015,21:00,157,7.3,9.9,4.8
2015-01-19T20:00:00,19/01/2015,22:00,112,7.6,10.2,4.9
2015-01-19T21:00:00,19/01/2015,23:00,157,10.1,11,7.3
2015-01-19T22:00:00,20/01/2015,00:00,112,8.4,12.9,5.1
2015-01-19T23:00:00,20/01/2015,01:00,90,6,9.9,3.7
2015-01-20T00:00:00,20/01/2015,02:00,90,6,9.9,3.3
2015-01-20T01:00:00,20/01/2015,03:00,90,6.1,9.9,3.3
2015-01-20T02:00:00,20/01/2015,04:00,135,4.7,9.9,3.4
2015-01-20T03:00:00,20/01/2015,05:00,135,7.9,9.9,4.1
2015-01-20T04:00:00,20/01/2015,06:00,157,10.3,10.3,7.1
2015-01-20T05:00:00,20/01/2015,07:00,157,6.4,11.2,4.1
2015-01-20T06:00:00,20/01/2015,08:00,90,4.8,9.9,3.6
2015-01-20T07:00:00,20/01/2015,09:00,112,6.3,9.9,3.8
2015-01-20T08:00:00,20/01/2015,10:00,45,7.4,9.9,5.1
2015-01-20T09:00:00,20/01/2015,11:00,90,6,9.9,4.8
2015-01-20T10:00:00,20/01/2015,12:00,90,7.2,9.9,5.7
2015-01-20T11:00:00,20/01/2015,13:00,90,7,9.9,5.2
2015-01-20T12:00:00,20/01/2015,14:00,90,8.6,9.9,6.7
2015-01-20T13:00:00,20/01/2015,15:00,45,9.6,11.6,8.1
2015-01-20T14:00:00,20/01/2015,16:00,90,9.2,10.7,8.4
2015-01-20T15:00:00,20/01/2015,17:00,90,8.6,10.5,7.4
2015-01-20T16:00:00,20/01/2015,18:00,180,9,9.9,6
2015-01-20T17:00:00,20/01/2015,19:00,157,10.7,14.8,7.3
2015-01-20T18:00:00,20/01/2015,20:00,135,10.2,13.9,7.2
2015-01-20T19:00:00,20/01/2015,21:00,135,10.7,16.9,7.8
2015-01-20T20:00:00,20/01/2015,22:00,157,10.6,15.3,8.5
2015-01-20T21:00:00,20/01/2015,23:00,157,9.9,12.9,7.9
2015-01-20T22:00:00,21/01/2015,00:00,157,10.1,12.2,8.2
2015-01-20T23:00:00,21/01/2015,01:00,157,9.8,11.7,7.6
2015-01-21T00:00:00,21/01/2015,02:00,157,9,10.6,6.4
2015-01-21T01:00:00,21/01/2015,03:00,112,5.1,9.9,4
2015-01-21T02:00:00,21/01/2015,04:00,90,5.9,9.9,4.3
2015-01-21T03:00:00,21/01/2015,05:00,157,7.2,9.9,4.3
2015-01-21T04:00:00,21/01/2015,06:00,157,8.3,10.2,7.1
2015-01-21T05:00:00,21/01/2015,07:00,157,8.9,13.5,7.2
2015-01-21T06:00:00,21/01/2015,08:00,157,10,16.7,7.6
2015-01-21T07:00:00,21/01/2015,09:00,157,9.3,13.2,6.3
2015-01-21T08:00:00,21/01/2015,10:00,135,6.2,9.9,4.6
2015-01-21T09:00:00,21/01/2015,11:00,157,6.3,9.9,4.6
2015-01-21T10:00:00,21/01/2015,12:00,112,7.7,9.9,5.1
2015-01-21T11:00:00,21/01/2015,13:00,90,9.4,12.3,7
2015-01-21T12:00:00,21/01/2015,14:00,112,8.9,9.9,7.2
2015-01-21T13:00:00,21/01/2015,15:00,180,9.8,12.7,7.3
2015-01-21T14:00:00,21/01/2015,16:00,202,9.1,13.3,6.5
2015-01-21T15:00:00,21/01/2015,17:00,90,9.2,11.6,6
2015-01-21T16:00:00,21/01/2015,18:00,135,8.7,9.9,6.2
2015-01-21T17:00:00,21/01/2015,19:00,90,9.5,11.6,7.2
2015-01-21T18:00:00,21/01/2015,20:00,112,7.8,10.2,4.9
2015-01-21T19:00:00,21/01/2015,21:00,90,6.3,9.9,4.9
2015-01-21T20:00:00,21/01/2015,22:00,67,6,9.9,3.1
2015-01-21T21:00:00,21/01/2015,23:00,112,6.4,9.9,5
2015-01-21T22:00:00,22/01/2015,00:00,90,8.3,9.9,5.9
2015-01-21T23:00:00,22/01/2015,01:00,157,5.7,9.9,4.7
2015-01-22T00:00:00,22/01/2015,02:00,45,6.4,9.9,4.8
2015-01-22T01:00:00,22/01/2015,03:00,90,6.6,9.9,5.5
2015-01-22T02:00:00,22/01/2015,04:00,90,6,9.9,5
2015-01-22T03:00:00,22/01/2015,05:00,90,5.1,9.9,4.1
2015-01-22T04:00:00,22/01/2015,06:00,112,3.4,9.9,3
2015-01-22T05:00:00,22/01/2015,07:00,135,3.4,9.9,2.6
2015-01-22T06:00:00,22/01/2015,08:00,112,4.2,9.9,3
2015-01-22T07:00:00,22/01/2015,09:00,90,5.5,9.9,4.5
2015-01-22T08:00:00,22/01/2015,10:00,112,6.1,9.9,4.9
2015-01-22T09:00:00,22/01/2015,11:00,90,6.9,9.9,5.3
2015-01-22T10:00:00,22/01/2015,12:00,90,6.6,9.9,5.6
2015-01-22T11:00:00,22/01/2015,13:00,90,6.4,9.9,5.3
2015-01-22T12:00:00,22/01/2015,14:00,90,6.8,9.9,5.7
2015-01-22T13:00:00,22/01/2015,15:00,112,6.9,9.9,6.1
2015-01-22T14:00:00,22/01/2015,16:00,135,7.9,9.9,6.1
2015-01-22T15:00:00,22/01/2015,17:00,90,8.8,10.2,5.3
2015-01-22T16:00:00,22/01/2015,18:00,90,7.3,9.9,4.5
2015-01-22T17:00:00,22/01/2015,19:00,90,8.6,9.9,5.6
2015-01-22T18:00:00,22/01/2015,20:00,90,7,10.1,5.9
2015-01-22T19:00:00,22/01/2015,21:00,90,7.9,11.3,6.4
2015-01-22T20:00:00,22/01/2015,22:00,90,8.4,10.1,6.5
2015-01-22T21:00:00,22/01/2015,23:00,157,6.6,9.9,5
2015-01-22T22:00:00,23/01/2015,00:00,157,9.8,11.8,7.4
2015-01-22T23:00:00,23/01/2015,01:00,90,8,9.9,5.5
2015-01-23T00:00:00,23/01/2015,02:00,90,7.5,9.9,5.7
2015-01-23T01:00:00,23/01/2015,03:00,90,9.2,10.8,6.8
2015-01-23T02:00:00,23/01/2015,04:00,90,7.5,9.9,5.2
2015-01-23T03:00:00,23/01/2015,05:00,135,6.9,9.9,4.7
2015-01-23T04:00:00,23/01/2015,06:00,90,7.3,9.9,5.3
2015-01-23T05:00:00,23/01/2015,07:00,90,7.1,9.9,6.4
2015-01-23T06:00:00,23/01/2015,08:00,90,7.3,9.9,6.2
2015-01-23T07:00:00,23/01/2015,09:00,90,7.9,9.9,7
2015-01-23T08:00:00,23/01/2015,10:00,45,7.4,9.9,6.2
2015-01-23T09:00:00,23/01/2015,11:00,112,7.6,10,6.4
2015-01-23T10:00:00,23/01/2015,12:00,112,7.5,9.9,6
2015-01-23T11:00:00,23/01/2015,13:00,90,7.3,9.9,5.7
2015-01-23T12:00:00,23/01/2015,14:00,112,8,9.9,6.4
2015-01-23T13:00:00,23/01/2015,15:00,90,7.6,9.9,5.7
2015-01-23T14:00:00,23/01/2015,16:00,90,7.3,10.9,5.8
2015-01-23T15:00:00,23/01/2015,17:00,90,6.9,9.9,5.5
2015-01-23T16:00:00,23/01/2015,18:00,90,7.7,10.5,6.8
2015-01-23T17:00:00,23/01/2015,19:00,90,9,10.3,6.6
2015-01-23T18:00:00,23/01/2015,20:00,112,7.5,10.3,6.4
2015-01-23T19:00:00,23/01/2015,21:00,90,7,9.9,6.2
2015-01-23T20:00:00,23/01/2015,22:00,90,7.7,9.9,5.6
2015-01-23T21:00:00,23/01/2015,23:00,90,7.3,9.9,5.9
2015-01-23T22:00:00,24/01/2015,00:00,90,6.8,9.9,4.8
2015-01-23T23:00:00,24/01/2015,01:00,45,6.1,9.9,4.9
2015-01-24T00:00:00,24/01/2015,02:00,157,6.6,9.9,5.7
2015-01-24T01:00:00,24/01/2015,03:00,90,6.8,9.9,6
2015-01-24T02:00:00,24/01/2015,04:00,112,5.5,9.9,4.3
2015-01-24T03:00:00,24/01/2015,05:00,112,6.2,9.9,4.8
2015-01-24T04:00:00,24/01/2015,06:00,90,6,9.9,4.8
2015-01-24T05:00:00,24/01/2015,07:00,90,5.3,9.9,4.7
2015-01-24T06:00:00,24/01/2015,08:00,90,5.3,9.9,3.6
2015-01-24T07:00:00,24/01/2015,09:00,270,3.5,9.9,2.4
2015-01-24T08:00:00,24/01/2015,10:00,292,3.6,9.9,2.3
2015-01-24T09:00:00,24/01/2015,11:00,337,5,9.9,3.5
2015-01-24T10:00:00,24/01/2015,12:00,292,4.8,9.9,3.5
2015-01-24T11:00:00,24/01/2015,13:00,270,7.4,9.9,4.2
2015-01-24T12:00:00,24/01/2015,14:00,270,7.5,9.9,5.1
2015-01-24T13:00:00,24/01/2015,15:00,202,5.5,9.9,4.3
2015-01-24T14:00:00,24/01/2015,16:00,247,6.4,9.9,4.9
2015-01-24T15:00:00,24/01/2015,17:00,292,6.2,9.9,4.9
2015-01-24T16:00:00,24/01/2015,18:00,315,5.7,9.9,4.1
2015-01-24T17:00:00,24/01/2015,19:00,292,5.1,9.9,4.2
2015-01-24T18:00:00,24/01/2015,20:00,315,4.8,9.9,4.1
2015-01-24T19:00:00,24/01/2015,21:00,270,3.1,9.9,2.4
2015-01-24T20:00:00,24/01/2015,22:00,225,1.7,9.9,0.4
2015-01-24T21:00:00,24/01/2015,23:00,315,2,9.9,0.4
2015-01-24T22:00:00,25/01/2015,00:00,270,1.7,9.9,0.8
2015-01-24T23:00:00,25/01/2015,01:00,292,1.3,9.9,0.2
2015-01-25T00:00:00,25/01/2015,02:00,337,1.8,9.9,0.7
2015-01-25T01:00:00,25/01/2015,03:00,270,2,9.9,0.6
2015-01-25T02:00:00,25/01/2015,04:00,270,2.4,9.9,1.3
2015-01-25T03:00:00,25/01/2015,05:00,45,2.2,9.9,0.9
2015-01-25T04:00:00,25/01/2015,06:00,292,0.9,9.9,0.2
2015-01-25T05:00:00,25/01/2015,07:00,247,3.4,9.9,2.3
2015-01-25T06:00:00,25/01/2015,08:00,337,3.9,9.9,2.8
2015-01-25T07:00:00,25/01/2015,09:00,315,5.4,9.9,3.9
2015-01-25T08:00:00,25/01/2015,10:00,292,6.5,9.9,4.3
2015-01-25T09:00:00,25/01/2015,11:00,292,6.6,9.9,5.4
2015-01-25T10:00:00,25/01/2015,12:00,292,7.9,9.9,5.7
2015-01-25T11:00:00,25/01/2015,13:00,292,7.4,9.9,6.1
2015-01-25T12:00:00,25/01/2015,14:00,337,7.4,9.9,5.3
2015-01-25T13:00:00,25/01/2015,15:00,315,6,9.9,4.9
2015-01-25T14:00:00,25/01/2015,16:00,337,6,9.9,4
2015-01-25T15:00:00,25/01/2015,17:00,292,4.4,9.9,3.6
2015-01-25T16:00:00,25/01/2015,18:00,292,4.7,9.9,3.5
2015-01-25T17:00:00,25/01/2015,19:00,292,3.5,9.9,2.4
2015-01-25T18:00:00,25/01/2015,20:00,292,2.1,9.9,0.8
2015-01-25T19:00:00,25/01/2015,21:00,247,0.6,9.9,0
2015-01-25T20:00:00,25/01/2015,22:00,315,1,9.9,0.1
2015-01-25T21:00:00,25/01/2015,23:00,270,0,9.9,0
2015-01-25T22:00:00,26/01/2015,00:00,67,0,9.9,0
2015-01-25T23:00:00,26/01/2015,01:00,90,0,9.9,0
2015-01-26T00:00:00,26/01/2015,02:00,292,0,9.9,0
2015-01-26T01:00:00,26/01/2015,03:00,315,1.5,9.9,0.2
2015-01-26T02:00:00,26/01/2015,04:00,270,1.7,9.9,0.4
2015-01-26T03:00:00,26/01/2015,05:00,202,0.5,9.9,0
2015-01-26T04:00:00,26/01/2015,06:00,292,1.4,9.9,0.2
2015-01-26T05:00:00,26/01/2015,07:00,270,2.6,9.9,1.8
2015-01-26T06:00:00,26/01/2015,08:00,337,2.7,9.9,1.3
2015-01-26T07:00:00,26/01/2015,09:00,337,1.8,9.9,0.8
2015-01-26T08:00:00,26/01/2015,10:00,292,2.6,9.9,1.2
2015-01-26T09:00:00,26/01/2015,11:00,337,4,9.9,3
2015-01-26T10:00:00,26/01/2015,12:00,270,5,9.9,2.7
2015-01-26T11:00:00,26/01/2015,13:00,292,4.6,9.9,3
2015-01-26T12:00:00,26/01/2015,14:00,247,4,9.9,2.7
2015-01-26T13:00:00,26/01/2015,15:00,315,3.5,9.9,2.7
2015-01-26T14:00:00,26/01/2015,16:00,292,3.5,9.9,2.2
2015-01-26T15:00:00,26/01/2015,17:00,202,3.8,9.9,2.2
2015-01-26T16:00:00,26/01/2015,18:00,157,3.1,9.9,1.8
2015-01-26T17:00:00,26/01/2015,19:00,202,3.2,9.9,1.4
2015-01-26T18:00:00,26/01/2015,20:00,90,2.4,9.9,1.1
2015-01-26T19:00:00,26/01/2015,21:00,90,2.7,9.9,1.1
2015-01-26T20:00:00,26/01/2015,22:00,135,3.8,4.5,2.1
2015-01-26T21:00:00,26/01/2015,23:00,135,3.9,4.6,2.5
2015-01-26T22:00:00,27/01/2015,00:00,67,4.8,7,2.9
2015-01-26T23:00:00,27/01/2015,01:00,180,4.6,5.6,2.9
2015-01-27T00:00:00,27/01/2015,02:00,90,3.2,5.4,2.2
2015-01-27T01:00:00,27/01/2015,03:00,90,3.4,3.6,1.8
2015-01-27T02:00:00,27/01/2015,04:00,157,3.2,5.8,2
2015-01-27T03:00:00,27/01/2015,05:00,180,4,4.4,2.4
2015-01-27T04:00:00,27/01/2015,06:00,135,3.9,4.3,1.8
2015-01-27T05:00:00,27/01/2015,07:00,135,3.6,4.6,2.4
2015-01-27T06:00:00,27/01/2015,08:00,112,4.7,5.6,3.1
2015-01-27T07:00:00,27/01/2015,09:00,90,5,4.9,3.8
2015-01-27T08:00:00,27/01/2015,10:00,157,5.5,8.8,3.8
2015-01-27T09:00:00,27/01/2015,11:00,90,5.8,11.3,4.2
2015-01-27T10:00:00,27/01/2015,12:00,180,6.3,8.5,4.9
2015-01-27T11:00:00,27/01/2015,13:00,90,7.9,11.2,5.3
2015-01-27T12:00:00,27/01/2015,14:00,157,7.5,8.5,5.7
2015-01-27T13:00:00,27/01/2015,15:00,90,7.3,13.3,5.8
2015-01-27T14:00:00,27/01/2015,16:00,90,7.5,8.9,5.6
2015-01-27T15:00:00,27/01/2015,17:00,180,6.1,7.9,4.8
2015-01-27T16:00:00,27/01/2015,18:00,202,5.4,7.4,4
2015-01-27T17:00:00,27/01/2015,19:00,90,5.5,7.8,4.1
2015-01-27T18:00:00,27/01/2015,20:00,202,5.6,11.6,3.6
2015-01-27T19:00:00,27/01/2015,21:00,180,7.6,10.8,5.7
2015-01-27T20:00:00,27/01/2015,22:00,135,7.7,8.8,6
2015-01-27T21:00:00,27/01/2015,23:00,135,8.1,10.5,6.2
2015-01-27T22:00:00,28/01/2015,00:00,180,6.9,10.5,6
2015-01-27T23:00:00,28/01/2015,01:00,157,8,10.6,6.5
2015-01-28T00:00:00,28/01/2015,02:00,135,7.7,9.6,5.1
2015-01-28T01:00:00,28/01/2015,03:00,90,5.6,7.9,3.9
2015-01-28T02:00:00,28/01/2015,04:00,90,4.7,5.8,3.7
2015-01-28T03:00:00,28/01/2015,05:00,180,6.5,7.4,3.7
2015-01-28T04:00:00,28/01/2015,06:00,180,6.4,8,5.1
2015-01-28T05:00:00,28/01/2015,07:00,157,5.5,8.4,4.1
2015-01-28T06:00:00,28/01/2015,08:00,157,5.1,5.9,3.2
2015-01-28T07:00:00,28/01/2015,09:00,157,5.6,6.9,4.4
2015-01-28T08:00:00,28/01/2015,10:00,157,4.7,6,4.1
2015-01-28T10:00:00,28/01/2015,12:00,135,5.4,6.9,4
2015-01-28T11:00:00,28/01/2015,13:00,112,7,8.7,4.6
2015-01-28T12:00:00,28/01/2015,14:00,90,8,9.5,6.3
2015-01-28T13:00:00,28/01/2015,15:00,90,8,10,6.8
2015-01-28T14:00:00,28/01/2015,16:00,90,8.5,8.7,6.4
2015-01-28T15:00:00,28/01/2015,17:00,90,8.4,8,6.5
2015-01-28T16:00:00,28/01/2015,18:00,112,7.4,7.6,6
2015-01-28T17:00:00,28/01/2015,19:00,112,7.7,9.3,6.5
2015-01-28T18:00:00,28/01/2015,20:00,90,7.4,8,6
2015-01-28T19:00:00,28/01/2015,21:00,90,7.8,9.6,6
2015-01-28T20:00:00,28/01/2015,22:00,90,6.6,9.3,4.7
2015-01-28T21:00:00,28/01/2015,23:00,90,6.3,8.7,5.3
2015-01-28T22:00:00,29/01/2015,00:00,90,7.4,7.8,6.1
2015-01-28T23:00:00,29/01/2015,01:00,90,5.7,7.1,4.8
2015-01-29T00:00:00,29/01/2015,02:00,67,5.7,6.8,4.2
2015-01-29T01:00:00,29/01/2015,03:00,90,5.1,5.9,4
2015-01-29T02:00:00,29/01/2015,04:00,90,4.7,5.7,4.1
2015-01-29T03:00:00,29/01/2015,05:00,90,4,4.9,3.3
2015-01-29T04:00:00,29/01/2015,06:00,90,4,4.9,3.2
2015-01-29T05:00:00,29/01/2015,07:00,90,3.5,4.9,2.4
2015-01-29T06:00:00,29/01/2015,08:00,90,3,4.9,2.2
2015-01-29T07:00:00,29/01/2015,09:00,292,2.2,4.9,1.6
2015-01-29T08:00:00,29/01/2015,10:00,315,2.2,4.9,1.7
2015-01-29T09:00:00,29/01/2015,11:00,270,3.2,4.9,2.4
2015-01-29T10:00:00,29/01/2015,12:00,315,3.4,4.9,2.4
2015-01-29T11:00:00,29/01/2015,13:00,292,4.3,4.9,3
2015-01-29T12:00:00,29/01/2015,14:00,315,4.2,4.9,2.9
2015-01-29T13:00:00,29/01/2015,15:00,292,4.5,5.8,3.6
2015-01-29T14:00:00,29/01/2015,16:00,337,4,4.9,3
2015-01-29T15:00:00,29/01/2015,17:00,292,4.4,4.9,3.1
2015-01-29T16:00:00,29/01/2015,18:00,337,3.4,4.9,2.3
2015-01-29T17:00:00,29/01/2015,19:00,337,2.4,4.9,1.3
2015-01-29T18:00:00,29/01/2015,20:00,270,1.6,4.9,0.6
2015-01-29T19:00:00,29/01/2015,21:00,292,1.9,4.9,0.9
2015-01-29T20:00:00,29/01/2015,22:00,292,1.3,4.9,0.3
2015-01-29T21:00:00,29/01/2015,23:00,315,1.6,4.9,0.8
2015-01-29T22:00:00,30/01/2015,00:00,292,2,4.9,0.9
2015-01-29T23:00:00,30/01/2015,01:00,270,2.5,4.9,1.6
2015-01-30T00:00:00,30/01/2015,02:00,292,4,5.9,1.9
2015-01-30T01:00:00,30/01/2015,03:00,292,4.7,5.8,3.7
2015-01-30T02:00:00,30/01/2015,04:00,315,4.2,4.9,3.1
2015-01-30T03:00:00,30/01/2015,05:00,292,3.5,4.9,1.4
2015-01-30T04:00:00,30/01/2015,06:00,0,2.7,4.9,1
2015-01-30T05:00:00,30/01/2015,07:00,337,3.4,4.9,1.6
2015-01-30T06:00:00,30/01/2015,08:00,337,4.3,5.8,2.9
2015-01-30T07:00:00,30/01/2015,09:00,315,6,7.7,3.8
2015-01-30T08:00:00,30/01/2015,10:00,337,5.8,6.9,4
2015-01-30T09:00:00,30/01/2015,11:00,315,6.2,7,4.4
2015-01-30T10:00:00,30/01/2015,12:00,292,6.1,6.8,4.7
2015-01-30T11:00:00,30/01/2015,13:00,292,5.1,6.9,4.4
2015-01-30T12:00:00,30/01/2015,14:00,247,5.8,7.8,4.5
2015-01-30T13:00:00,30/01/2015,15:00,292,6,7.9,4.8
2015-01-30T14:00:00,30/01/2015,16:00,337,6.8,8.8,5.3
2015-01-30T15:00:00,30/01/2015,17:00,337,6.3,7.7,5.3
2015-01-30T16:00:00,30/01/2015,18:00,315,5.4,5.7,3.9
2015-01-30T17:00:00,30/01/2015,19:00,292,6.3,5.8,4.1
